time,eccentricity,obliquity,perihelion,insolation,global_insolation
-17437,0.026231466,0.40083718,0.148329671,479.6736035,342.0677069
-17436,0.025576128,0.401698367,0.4783619,473.0577966,342.0618962
-17435,0.025019758,0.402627279,0.806812058,468.0731996,342.0570786
-17434,0.024452313,0.403587459,1.136827741,465.2004581,342.0522745
-17433,0.02383154,0.404540161,1.469272969,464.7867232,342.0471453
-17432,0.023289254,0.405452882,1.799506855,466.7568749,342.0427728
-17431,0.022710272,0.406293953,2.130729879,470.9699251,342.0382156
-17430,0.02219172,0.407036534,2.467034055,476.9750878,342.0342316
-17429,0.021619978,0.407660848,2.79783994,484.0550587,342.0299458
-17428,0.021109063,0.408152561,3.134706995,491.6032449,342.0262107
-17427,0.020637652,0.408501435,3.470383942,498.7238971,342.0228437
-17426,0.020124391,0.408708106,3.808471709,504.712056,342.0192644
-17425,0.019664934,0.408777152,4.148692866,508.9641174,342.0161369
-17424,0.019289222,0.408717121,4.486175609,511.0736945,342.0136331
-17423,0.018859458,0.408544811,4.831779816,510.7975715,342.0108285
-17422,0.018531055,0.408278124,5.172410168,508.3598472,342.0087279
-17421,0.018186566,0.407936114,5.514611693,504.0053529,342.0065642
-17420,0.017938073,0.407542565,5.860941021,498.2985973,342.0050287
-17419,0.017654428,0.40711579,6.204045238,491.9372916,342.0033017
-17418,0.01740891,0.406678582,0.264933028,485.6117998,342.0018292
-17417,0.017259789,0.406248591,0.61058607,479.9384985,342.0009449
-17416,0.017060683,0.405839709,0.953625398,475.599076,341.999776
-17415,0.016911285,0.405467824,1.300620748,472.8920635,341.9989079
-17414,0.016807614,0.405141889,1.640267295,472.082246,341.99831
-17413,0.016718993,0.40486672,1.986341317,473.1919594,341.9978018
-17412,0.016634767,0.404646868,2.328470236,476.0396854,341.9973212
-17411,0.016592086,0.404480578,2.667595296,480.2101541,341.9970787
-17410,0.016548888,0.404364053,3.009883545,485.3181322,341.9968338
-17409,0.016587687,0.404292758,3.347763478,490.6687992,341.9970537
-17408,0.016527611,0.404257122,3.686807194,495.7023113,341.9967134
-17407,0.016594138,0.404247679,4.020814474,499.8385253,341.9970903
-17406,0.016665999,0.404255039,4.356667036,502.6554597,341.9974991
-17405,0.01664887,0.404267781,4.690960497,503.6830069,341.9974015
-17404,0.016771597,0.404276597,5.019314225,503.0423443,341.9981031
-17403,0.016824162,0.404275749,5.349770649,500.6014047,341.9984052
-17402,0.016898475,0.404256495,5.679846005,496.7016512,341.9988338
-17401,0.016975306,0.404218676,6.003992568,491.8385654,341.999279
-17400,0.017041904,0.404164357,0.045887407,486.4456547,341.9996665
-17399,0.017163818,0.404097398,0.371337849,481.081908,342.0003798
-17398,0.017184863,0.404027242,0.692108686,476.4267647,342.0005034
-17397,0.017265975,0.403966281,1.01455075,472.8049207,342.0009814
-17396,0.017361674,0.403925125,1.332393417,470.6433774,342.0015483
-17395,0.017368005,0.403919948,1.653667342,470.2186289,342.0015859
-17394,0.017411307,0.403962883,1.970555423,471.4820586,342.0018435
-17393,0.017461342,0.40406458,2.285951187,474.3352156,342.0021419
-17392,0.017436988,0.404236243,2.605330321,478.6451162,342.0019966
-17391,0.017465592,0.404484857,2.918753722,483.8154692,342.0021673
-17390,0.017388526,0.404812895,3.233729084,489.5082698,342.0017079
-17389,0.017434164,0.405222369,3.549081533,495.1844374,342.0019797
-17388,0.017341981,0.405709179,3.86333656,500.2353246,342.0014314
-17387,0.017270191,0.406264906,4.174807016,504.2321269,342.0010063
-17386,0.017272052,0.406880589,4.488230969,506.9516181,342.0010173
-17385,0.017131278,0.407538984,4.7984907,507.9536549,342.0001889
-17384,0.017062105,0.408220373,5.110270177,507.4170318,341.9997843
-17383,0.016943583,0.408902775,5.416280739,505.4067394,341.9990949
-17382,0.016796221,0.409557725,5.726482434,502.1392425,341.9982445
-17381,0.016654312,0.410158405,6.034409449,498.0860431,341.9974325
-17380,0.016429844,0.410677209,0.05575315,493.7102554,341.9961623
-17379,0.016257332,0.411084025,0.362635155,489.3837155,341.9951978
-17378,0.016027941,0.411354914,0.669920351,485.5740125,341.9939311
-17377,0.015701284,0.41146718,0.973458025,482.7303476,341.9921583
-17376,0.015500536,0.411403334,1.280198789,480.8342577,341.991087
-17375,0.015144546,0.411152659,1.584770961,480.2727327,341.9892211
-17374,0.014805481,0.410708678,1.893011493,480.8555183,341.9874843
-17373,0.014446109,0.410072006,2.197617564,482.4378252,341.9856864
-17372,0.014081039,0.409254022,2.504939503,484.7789021,341.9839052
-17371,0.013642532,0.408266529,2.818467552,487.6234637,341.9818261
-17370,0.013218477,0.407132135,3.121720128,490.3278602,341.9798781
-17369,0.012769232,0.405880532,3.438183571,492.8191438,341.9778814
-17368,0.012305209,0.404542157,3.749878445,494.5196089,341.9758917
-17367,0.011786455,0.403156845,4.063292037,495.2296835,341.9737544
-17366,0.011259942,0.401767162,4.381680665,494.8491052,341.9716793
-17365,0.010755589,0.40041405,4.69737547,493.3747961,341.9697806
-17364,0.010139539,0.399144626,5.022067255,490.8274545,341.9675793
-17363,0.00956249,0.398002172,5.34416377,487.6179349,341.9656352
-17362,0.008949238,0.397027505,5.667225814,484.0318073,341.963694
-17361,0.008297167,0.396259786,6.005874175,480.3627247,341.961771
-17360,0.007620024,0.39573207,0.053987686,477.191954,341.9599281
-17359,0.006917471,0.395465994,0.393555102,474.7516624,341.9581817
-17358,0.006244065,0.39548164,0.753930173,473.2269871,341.9566662
-17357,0.00546323,0.395786392,1.111459778,472.980157,341.9551032
-17356,0.004740376,0.396372312,1.50034173,473.803582,341.9538421
-17355,0.004045281,0.397230002,1.911582378,475.6486766,341.9527979
-17354,0.003347264,0.398335603,2.381104392,478.3443706,341.9519157
-17353,0.00277473,0.399653399,2.936057146,481.5178689,341.9513164
-17352,0.00242038,0.401149165,3.547893731,484.6962227,341.9510016
-17351,0.002463529,0.402777823,4.279060619,487.8012051,341.9510376
-17350,0.00278418,0.404488498,4.925924967,490.233241,341.9513253
-17349,0.00340747,0.406237768,5.486443909,491.9565608,341.9519852
-17348,0.004191618,0.407974197,5.956839631,492.8652739,341.953004
-17347,0.005055833,0.409647631,0.086678648,493.0139039,341.9543705
-17346,0.006011751,0.411218568,0.485346898,492.4564591,341.9561794
-17345,0.006934399,0.412639558,0.838214568,491.7339843,341.9582218
-17344,0.007950823,0.413873261,1.189452966,490.9167891,341.9608088
-17343,0.00900237,0.414894039,1.529309882,490.4575924,341.9638571
-17342,0.009973573,0.415670804,1.859071846,490.7599295,341.9670085
-17341,0.011057914,0.416187217,2.183938972,491.8484812,341.9709083
-17340,0.012131859,0.416437041,2.505443961,493.9518144,341.9751672
-17339,0.013153681,0.416415942,2.825291105,497.0336834,341.9795858
-17338,0.014276272,0.416130207,3.141468257,500.8004587,341.9848521
-17337,0.015321855,0.415596915,3.453000544,504.905328,341.990145
-17336,0.016466835,0.414832705,3.770148725,509.047487,341.9963704
-17335,0.017528696,0.413864732,4.079174453,512.413698,342.0025451
-17334,0.018629452,0.412725798,4.389791007,514.6569955,342.0093534
-17333,0.019760592,0.411445115,4.701027381,515.262095,342.016782
-17332,0.020831347,0.410060533,5.008560879,513.7929004,342.0242179
-17331,0.021887541,0.408612239,5.319810175,510.1223218,342.0319375
-17330,0.023000437,0.407131178,5.625698587,504.4729386,342.0404851
-17329,0.024017206,0.40565842,5.937162539,496.9058341,342.0486655
-17328,0.025048184,0.404230767,6.245911655,488.1928406,342.0573222
-17327,0.026055841,0.402876022,0.27001829,479.0104686,342.0661352
-17326,0.027058542,0.40162536,0.581617104,470.0214269,342.0752506
-17325,0.028020584,0.40050658,0.890947888,462.2151627,342.0843207
-17324,0.028926268,0.399534633,1.199174931,456.3006004,342.0931496
-17323,0.02990395,0.398726704,1.510632168,452.7185452,342.1029964
-17322,0.030749143,0.398091558,1.819749465,452.0812864,342.1117733
-17321,0.031609307,0.397629672,2.129521138,454.3804983,342.1209575
-17320,0.032466076,0.397341445,2.439309542,459.5258437,342.1303581
-17319,0.033259288,0.397219469,2.74827195,467.1435667,342.1392862
-17318,0.034034887,0.397251825,3.059017808,476.6340602,342.1482251
-17317,0.034777473,0.39742658,3.365949559,486.970134,342.1569774
-17316,0.035524378,0.39772922,3.675109607,497.3623577,342.1659717
-17315,0.036196169,0.398143447,3.983602446,506.6300821,342.1742254
-17314,0.036862584,0.398654574,4.289277799,513.7963325,342.1825664
-17313,0.037471491,0.39924788,4.596497287,518.1185201,342.1903213
-17312,0.038103144,0.399908969,4.901880766,519.13136,342.1985006
-17311,0.038591548,0.40062568,5.207050201,516.5530365,342.2049191
-17310,0.039123808,0.401387567,5.510628277,510.8387688,342.2120075
-17309,0.039619744,0.402183764,5.814377384,502.4677305,342.2187
-17308,0.039972948,0.403005133,6.11734861,492.3198174,342.2235179
-17307,0.04039123,0.403842704,0.135932138,481.5257375,342.2292792
-17306,0.040711001,0.404689651,0.436587141,471.1551819,342.2337242
-17305,0.040987944,0.405536459,0.739094617,462.152089,342.2376024
-17304,0.041232396,0.406378912,1.037675205,455.5651608,342.2410476
-17303,0.041413635,0.407209024,1.337616541,451.9284146,342.2436151
-17302,0.041609475,0.408021086,1.637116376,451.6238359,342.2464022
-17301,0.041707587,0.408809981,1.934877403,454.8531251,342.2478035
-17300,0.041756712,0.409568315,2.232641501,461.3884889,342.2485064
-17299,0.04189982,0.410286964,2.529490985,470.6640739,342.2505587
-17298,0.041830363,0.410957829,2.826155581,482.1719713,342.2495617
-17297,0.041865191,0.411567632,3.121492062,494.7930165,342.2500614
-17296,0.041828762,0.412103543,3.415145859,507.5136987,342.2495387
-17295,0.041734846,0.41255065,3.710107101,519.3163579,342.2481934
-17294,0.041637455,0.412893219,4.002780048,529.0331467,342.2468015
-17293,0.041488659,0.413115782,4.293778859,535.8067166,342.2446813
-17292,0.041329611,0.413206973,4.586972541,539.1229388,342.2424234
-17291,0.041119392,0.413153647,4.876634342,538.6028292,342.2394524
-17290,0.040845275,0.41294839,5.167241196,534.3499433,342.2356012
-17289,0.040642153,0.412586696,5.456964573,526.922359,342.2327642
-17288,0.040296855,0.412064721,5.746464094,516.8494569,342.227974
-17287,0.039967073,0.41138547,6.035441626,505.17834,342.2234374
-17286,0.039654465,0.41055662,0.040828925,492.8791115,342.2191717
-17285,0.03924115,0.409585993,0.329173747,480.9380156,342.2135834
-17284,0.038867916,0.40848867,0.618644057,470.1925587,342.2085875
-17283,0.03840871,0.407286237,0.905334811,461.5536281,342.2025067
-17282,0.038005113,0.405999611,1.19453564,455.3182982,342.1972222
-17281,0.037522409,0.404659818,1.483766256,451.9867932,342.1909755
-17280,0.037027423,0.403299692,1.770387716,451.5701161,342.1846532
-17279,0.036571457,0.401952506,2.060377802,453.9043783,342.1789038
-17278,0.036058495,0.400660272,2.348279373,458.696296,342.1725213
-17277,0.035523383,0.399460835,2.636858305,465.4316666,342.1659596
-17276,0.035021405,0.39838935,2.924724037,473.4043816,342.1598937
-17275,0.034505357,0.397486101,3.212334725,481.931287,342.1537482
-17274,0.033907111,0.396780292,3.500820449,490.2649605,342.1467383
-17273,0.033400465,0.396296131,3.786232931,497.618818,342.1408979
-17272,0.032817487,0.396056423,4.072712872,503.4550065,342.1342868
-17271,0.03224439,0.396071295,4.358787227,507.3265857,342.1279016
-17270,0.031655709,0.396340344,4.641838092,508.9620461,342.1214602
-17269,0.031065478,0.39686298,4.924697465,508.4038243,342.1151213
-17268,0.030493899,0.397622114,5.207828066,505.8302007,342.1090968
-17267,0.029853161,0.398595271,5.486216134,501.6096965,342.1024768
-17266,0.029254184,0.399756824,5.765877135,496.2345201,342.0964156
-17265,0.028689209,0.401069341,6.041728115,490.3381541,342.0908114
-17264,0.028023486,0.402492467,0.034575604,484.3621495,342.0843485
-17263,0.027431311,0.403987698,0.306549028,478.9763946,342.0787274
-17262,0.026865159,0.405506514,0.577309016,474.5086756,342.0734658
-17261,0.026196253,0.407003062,0.847269662,471.3697438,342.0673909
-17260,0.025657915,0.40843554,1.113350154,469.6740425,342.0626133
-17259,0.025035206,0.409758595,1.377152752,469.6183066,342.057211
-17258,0.024493189,0.410932391,1.641732522,471.0181286,342.0526169
-17257,0.023919316,0.411925905,1.900622489,473.8370567,342.0478626
-17256,0.023362984,0.412706477,2.158485109,477.7839625,342.0433613
-17255,0.02289093,0.413253421,2.415590581,482.5329343,342.0396252
-17254,0.022360529,0.413555835,2.668346756,487.7867445,342.0355184
-17253,0.021854164,0.413605009,2.919803418,493.1630512,342.0316877
-17252,0.021493954,0.413404972,3.16875146,498.2933417,342.0290161
-17251,0.020994481,0.412968894,3.416139729,502.8936295,342.0253853
-17250,0.020640348,0.412310948,3.66119094,506.6990249,342.0228627
-17249,0.020310863,0.411457352,3.902260541,509.4751339,342.0205543
-17248,0.019996425,0.410439664,4.14481194,511.1566503,342.0183861
-17247,0.019726283,0.409287055,4.384453341,511.6228565,342.0165503
-17246,0.019543701,0.408040152,4.618480338,510.9358947,342.0153237
-17245,0.019376517,0.406739212,4.860056805,509.1061754,342.0142105
-17244,0.01929094,0.405423268,5.09303848,506.3007477,342.0136445
-17243,0.019245764,0.404137418,5.329240052,502.5926856,342.0133466
-17242,0.019295486,0.402922474,5.566730479,498.1816489,342.0136745
-17241,0.019415329,0.401815872,5.802972942,493.2613116,342.0144681
-17240,0.01953969,0.400856407,6.041267329,487.9728835,342.0152969
-17239,0.019857743,0.400072725,6.28125808,482.5791633,342.0174405
-17238,0.020149045,0.39948828,0.240107481,477.2684147,342.0194343
-17237,0.020521923,0.399119544,0.484673144,472.2914549,342.0220288
-17236,0.021034417,0.398973869,0.729908046,467.8818527,342.0256724
-17235,0.021534168,0.399048074,0.979657587,464.3127971,342.0293122
-17234,0.022113346,0.39933599,1.232480051,461.8145857,342.0336375
-17233,0.022783048,0.399818497,1.483725672,460.6094426,342.0387821
-17232,0.023461933,0.40047138,1.742628724,460.9248707,342.0441542
-17231,0.024208596,0.401267931,2.001152739,462.8469554,342.050245
-17230,0.024983401,0.402175189,2.261221885,466.4387447,342.0567675
-17229,0.025800698,0.403158364,2.525021453,471.6659885,342.0638708
-17228,0.026681494,0.40418335,2.790707478,478.3327536,342.0717825
-17227,0.027485018,0.405215404,3.056478727,486.124393,342.0792322
-17226,0.028451853,0.406223136,3.325451838,494.6574752,342.0884897
-17225,0.029327641,0.407176955,3.595400116,503.3338369,342.0971523
-17224,0.030235874,0.408049962,3.866891056,511.5487435,342.106414
-17223,0.031166608,0.408820689,4.139693668,518.6449232,342.1161989
-17222,0.032099866,0.409471022,4.412841764,523.9651414,342.1263091
-17221,0.032977369,0.409985851,4.690594331,526.9295737,342.1360883
-17220,0.033889399,0.410357487,4.965254934,527.2189513,342.1465326
-17219,0.034787095,0.410579828,5.244271152,524.6013046,342.157092
-17218,0.035651302,0.410650569,5.525136633,519.1274304,342.1675192
-17217,0.036487284,0.410576448,5.804686439,511.2563382,342.1778503
-17216,0.03734084,0.410362201,6.087733841,501.4523284,342.1886466
-17215,0.038174825,0.410021225,0.089044311,490.5228281,342.1994375
-17214,0.038943004,0.40956876,0.373006848,479.4525588,342.2095887
-17213,0.039729966,0.409018671,0.660579732,469.0008035,342.2201989
-17212,0.040520911,0.408390769,0.94661117,460.1936652,342.2310776
-17211,0.041211939,0.407705042,1.236566726,453.7326693,342.2407585
-17210,0.041934316,0.406975774,1.52525174,450.1810772,342.2510544
-17209,0.04263255,0.4062227,1.815358375,449.8888273,342.2611772
-17208,0.043240579,0.405461576,2.1077187,453.0438377,342.2701291
-17207,0.043894431,0.404704291,2.399160182,459.2982213,342.2798979
-17206,0.044408165,0.403965355,2.691593345,468.3490723,342.2876768
-17205,0.045021814,0.403257512,2.985955044,479.4117248,342.2970879
-17204,0.045453596,0.402588821,3.279628851,491.5026297,342.3037877
-17203,0.045889612,0.401972708,3.574217121,503.5399033,342.3106185
-17202,0.046364771,0.401417479,3.869495294,514.4012205,342.3181372
-17201,0.046646239,0.400931306,4.165258483,522.813084,342.3226279
-17200,0.046959865,0.400521263,4.461570514,528.0023343,342.3276638
-17199,0.047254068,0.400193153,4.757000402,529.3270659,342.3324187
-17198,0.047411226,0.399950687,5.055052237,526.4482092,342.3349709
-17197,0.047588112,0.399797917,5.35142179,519.7722731,342.3378537
-17196,0.047674468,0.399737609,5.648207669,509.8149506,342.339265
-17195,0.047736413,0.399769583,5.946382998,497.5300607,342.340279
-17194,0.047760142,0.399897428,6.243304143,484.1809167,342.3406678
-17193,0.04765142,0.400122367,0.257508641,470.9567992,342.3388881
-17192,0.04763121,0.400445837,0.554671713,459.0407403,342.3385578
-17191,0.047463037,0.40086966,0.852435595,449.5172463,342.3358142
-17190,0.047253693,0.40139456,1.148916353,443.2144424,342.3324126
-17189,0.047091635,0.40201814,1.445614522,440.5203296,342.3297897
-17188,0.04678835,0.402737727,1.741641018,441.8362075,342.3249055
-17187,0.046505428,0.403548667,2.037962968,446.9428046,342.3203779
-17186,0.046145245,0.404441736,2.331788888,455.4851221,342.3146538
-17185,0.045797937,0.405404777,2.626468204,466.8198983,342.3091768
-17184,0.045346373,0.406425168,2.920558451,480.0910529,342.3021179
-17183,0.04488939,0.407482871,3.21173939,494.0789267,342.295046
-17182,0.044390143,0.408558091,3.504449432,507.8400434,342.2874023
-17181,0.043875277,0.409626875,3.794843543,520.0883508,342.2796097
-17180,0.043257032,0.41066536,4.084571954,529.8387164,342.2703731
-17179,0.042673559,0.411645653,4.37354471,536.4205561,342.2617769
-17178,0.04205101,0.412543015,4.661141593,539.3315959,342.2527345
-17177,0.041347469,0.41332995,4.948702596,538.4387118,342.2426764
-17176,0.040661244,0.413979791,5.234505397,534.1117432,342.2330303
-17175,0.039959232,0.414470191,5.518752482,526.899234,342.22333
-17174,0.039198108,0.414777797,5.805353335,517.4305632,342.2130048
-17173,0.038444265,0.414883716,6.086854775,506.9076483,342.2029749
-17172,0.037663189,0.414774643,0.087182174,495.9964469,342.1927891
-17171,0.036902945,0.414436259,0.369952674,485.6575589,342.1830765
-17170,0.036078578,0.413864524,0.650591319,476.6973486,342.1727695
-17169,0.035259401,0.413062263,0.931282062,469.5811941,342.1627589
-17168,0.034517196,0.412034104,1.211942194,464.6045942,342.1538881
-17167,0.033613427,0.410796144,1.491235083,462.1507743,342.1433421
-17166,0.032843962,0.40937276,1.770704845,461.8965529,342.1345845
-17165,0.032028377,0.407789083,2.048104923,463.7749016,342.1255241
-17164,0.031190952,0.406082204,2.327646135,467.4477049,342.1164588
-17163,0.030387858,0.404294314,2.604652504,472.3222972,342.1079915
-17162,0.029569847,0.40246566,2.880399017,477.888686,342.0995945
-17161,0.028763793,0.400646593,3.158867714,483.6772764,342.091545
-17160,0.02797962,0.398886008,3.433402076,488.9653991,342.083928
-17159,0.027135681,0.39723075,3.708858794,493.3762885,342.0759662
-17158,0.026426101,0.395730561,3.983773229,496.6010159,342.069461
-17157,0.025621687,0.394433461,4.258026748,498.2737002,342.0622954
-17156,0.024850302,0.393377304,4.530414061,498.3877338,342.0556324
-17155,0.024206296,0.392602574,4.802306863,497.135335,342.050226
-17154,0.023436841,0.392140632,5.073570456,494.4651511,342.0439528
-17153,0.022794512,0.392008563,5.342965523,490.9137728,342.0388715
-17152,0.022162343,0.392220166,5.608980441,486.761632,342.0340086
-17151,0.021543155,0.392778465,5.875650452,482.3387278,342.0293784
-17150,0.020973503,0.393665713,6.140513533,478.0600305,342.0252346
-17149,0.020419522,0.394866056,0.115167161,474.3604468,342.0213115
-17148,0.019935051,0.396346304,0.377470124,471.2841485,342.0179668
-17147,0.019462235,0.398061048,0.632817311,469.2538018,342.0147801
-17146,0.019006009,0.399969139,0.8863625,468.3208395,342.0117778
-17145,0.018642468,0.402018526,1.138332367,468.4902152,342.0094364
-17144,0.018296493,0.404148892,1.387866908,469.8169066,342.0072502
-17143,0.017915952,0.406312536,1.634069749,472.2994162,342.004893
-17142,0.017713556,0.40845088,1.878566954,475.6116263,342.0036595
-17141,0.017435527,0.410507473,2.120856968,479.83408,342.0019878
-17140,0.017222601,0.412438154,2.363042729,484.6750145,342.0007255
-17139,0.017082249,0.414193219,2.599694133,489.8591795,341.999902
-17138,0.01696019,0.41572847,2.83865779,495.2966392,341.9991912
-17137,0.016840769,0.417012855,3.07710776,500.7137092,341.9985008
-17136,0.016824268,0.418014845,3.310130409,505.779708,341.9984058
-17135,0.016777302,0.41870903,3.54847884,510.4341625,341.9981358
-17134,0.016828678,0.419085872,3.785045539,514.381124,341.9984312
-17133,0.01684221,0.419135325,4.020478522,517.3682153,341.9985091
-17132,0.016945825,0.418857871,4.259483777,519.3642608,341.9991079
-17131,0.017090567,0.418267464,4.499496006,520.1758465,341.9999506
-17130,0.017204968,0.417379284,4.739669401,519.6406777,342.0006217
-17129,0.017409473,0.416217416,4.983612239,517.8452587,342.0018326
-17128,0.017679743,0.414819428,5.22778428,514.7966776,342.0034548
-17127,0.01786252,0.413218117,5.477680919,510.4004064,342.004566
-17126,0.018204586,0.41145726,5.725465277,505.0955833,342.0066764
-17125,0.018514441,0.409584813,5.978836485,498.8642926,342.0086227
-17124,0.01884056,0.407643452,6.235615631,492.0476549,342.0107066
-17123,0.019220555,0.405678828,0.209302153,485.0342776,342.0131808
-17122,0.019597653,0.403742579,0.468556184,478.1493967,342.0156849
-17121,0.020027103,0.401873511,0.735928252,471.6543465,342.0185961
-17120,0.020411543,0.400114954,0.997768023,466.1784963,342.0212558
-17119,0.020864506,0.398508428,1.267950798,461.7987753,342.0244544
-17118,0.021321972,0.397086352,1.539406112,458.9279498,342.0277563
-17117,0.021748146,0.395880367,1.811105047,457.7839246,342.0308968
-17116,0.022190394,0.394919057,2.087656203,458.4414069,342.0342215
-17115,0.022699096,0.394216942,2.363050356,460.8025209,342.0381287
-17114,0.023103276,0.393789218,2.644045842,464.9373091,342.0412964
-17113,0.023563345,0.393639303,2.923850656,470.3657882,342.0449702
-17112,0.024032886,0.393761725,3.204405625,476.7664945,342.0487945
-17111,0.024441524,0.39414623,3.490329273,483.7515428,342.0521842
-17110,0.02489157,0.394775048,3.773532695,490.6057571,342.0559837
-17109,0.025283273,0.395622668,4.058077742,496.8087816,342.0593472
-17108,0.025729477,0.396661783,4.346804405,501.9265793,342.0632427
-17107,0.026092638,0.397862862,4.632449512,505.3140784,342.0664637
-17106,0.026474325,0.399190612,4.920481853,506.8051765,342.0698977
-17105,0.026881965,0.400612666,5.209495606,506.2604756,342.0736204
-17104,0.027217366,0.402095917,5.497612932,503.6952164,342.0767261
-17103,0.027540837,0.403606455,5.788275662,499.3840332,342.079758
-17102,0.027919561,0.405111462,6.075269417,493.9301042,342.0833533
-17101,0.028191814,0.406581084,0.084129123,487.6399381,342.0859683
-17100,0.02849244,0.407981848,0.37341461,481.3868172,342.0888853
-17099,0.028767189,0.409288529,0.662680747,475.7400121,342.0915784
-17098,0.02900537,0.410475941,0.953624847,471.2746457,342.0939341
-17097,0.029255464,0.411520519,1.244888683,468.483848,342.0964285
-17096,0.029379265,0.41240533,1.534060014,467.8473135,342.0976712
-17095,0.029612086,0.41311737,1.825999516,469.2909912,342.1000225
-17094,0.029706836,0.413642635,2.117820496,473.0328699,342.1009847
-17093,0.029762711,0.413980132,2.409360184,478.7297026,342.1015536
-17092,0.029870041,0.414125518,2.701807647,485.9305377,342.1026494
-17091,0.029865991,0.414079949,2.995638228,494.1568626,342.1026079
-17090,0.029815446,0.413849653,3.289995238,502.6190548,342.1020915
-17089,0.029805633,0.413442901,3.584386507,510.5497269,342.1019913
-17088,0.029669107,0.412868117,3.880469456,517.1665928,342.1006012
-17087,0.029576985,0.412140816,4.178500238,521.870567,342.0996668
-17086,0.029373527,0.411275143,4.475293665,523.9814879,342.0976135
-17085,0.029197837,0.410288285,4.774210734,523.395864,342.0958518
-17084,0.028974497,0.409200464,5.075650107,520.0002753,342.0936276
-17083,0.028676609,0.408033361,5.374842424,514.0936807,342.0906877
-17082,0.02838969,0.40680936,5.678497725,506.1699501,342.0878848
-17081,0.02808786,0.405555426,5.979707868,497.0312511,342.0849668
-17080,0.027680588,0.404298668,0.002525063,487.2919535,342.0810789
-17079,0.027296201,0.403067555,0.306279478,477.991318,342.0774617
-17078,0.02689915,0.401891663,0.611164751,469.772023,342.0737786
-17077,0.026398849,0.400799538,0.920485945,463.2728635,342.0692147
-17076,0.025933475,0.399816435,1.225946334,458.996809,342.0650464
-17075,0.025389655,0.398968848,1.534213049,457.1693175,342.0602697
-17074,0.024871629,0.39827912,1.844993478,457.761742,342.0558139
-17073,0.024253934,0.397761621,2.153149573,460.6586494,342.050621
-17072,0.023633709,0.397434402,2.464428082,465.4328677,342.0455385
-17071,0.023043844,0.397305121,2.775460516,471.5052672,342.0408271
-17070,0.022322994,0.397378797,3.087251629,478.3045106,342.0352314
-17069,0.021655815,0.397658018,3.401076128,485.1320778,342.0302111
-17068,0.02096531,0.398138672,3.711285844,491.2591993,342.0251759
-17067,0.020242182,0.398809533,4.027857354,496.3079085,342.0200778
-17066,0.019489912,0.399659207,4.341492811,499.7426701,342.0149645
-17065,0.018754686,0.400664787,4.65263049,501.4799391,342.0101543
-17064,0.018009001,0.401802161,4.971733864,501.5294084,342.0054648
-17063,0.017235101,0.403042096,5.284322469,500.1148484,342.0007992
-17062,0.016429313,0.404350601,5.601291143,497.5657682,341.9961593
-17061,0.015698437,0.405691066,5.916831871,494.4601259,341.992143
-17060,0.014901774,0.407029646,6.235654184,491.1637298,341.9879735
-17059,0.014080916,0.408327197,0.270607199,488.2483128,341.9839046
-17058,0.013371327,0.409548647,0.589319148,486.0278856,341.9805731
-17057,0.012544535,0.410662064,0.911848049,484.835953,341.9769087
-17056,0.011805045,0.411636797,1.236496766,484.711204,341.9738294
-17055,0.011030405,0.412444798,1.559061038,485.7278397,341.9708044
-17054,0.010290623,0.413064731,1.889640883,487.6539045,341.9681072
-17053,0.00957034,0.413475457,2.223681317,490.2524168,341.9656609
-17052,0.008804433,0.413663114,2.559424441,493.1950136,341.9632544
-17051,0.008118825,0.41361905,2.90390215,496.0530265,341.9612704
-17050,0.007480764,0.413337332,3.254689823,498.4760341,341.9595685
-17049,0.006754368,0.412820474,3.623854941,500.1678952,341.9578004
-17048,0.006209455,0.412076623,3.991180527,500.8433873,341.9565925
-17047,0.005652829,0.41111814,4.383822096,500.4286809,341.9554635
-17046,0.00517584,0.409966473,4.796329934,498.9149483,341.9545804
-17045,0.004782682,0.40864918,5.213836959,496.4488926,341.953911
-17044,0.004464567,0.407195761,5.651321048,493.24907,341.953408
-17043,0.004334189,0.405645285,6.107923447,489.6327131,341.9532118
-17042,0.004162622,0.404038242,0.279760833,485.9444033,341.9529626
-17041,0.004219392,0.4024189,0.736449685,482.471767,341.953044
-17040,0.004317275,0.400834572,1.17587671,479.566345,341.9531868
-17039,0.004493429,0.399332513,1.618097212,477.3830482,341.9534522
-17038,0.004743503,0.397957524,2.034982958,476.0631653,341.9538471
-17037,0.004994818,0.396756985,2.428743011,475.6333572,341.9542656
-17036,0.005359483,0.395768129,2.825124156,476.0338775,341.9549112
-17035,0.005666799,0.39502735,3.194579192,477.0651211,341.9554906
-17034,0.005991494,0.394563565,3.563116085,478.586337,341.9561378
-17033,0.006371987,0.394396915,3.912161383,480.2931062,341.9569422
-17032,0.006711296,0.394538856,4.26125697,481.9902174,341.9577012
-17031,0.007035773,0.394995992,4.606775557,483.437504,341.9584639
-17030,0.007387099,0.395758226,4.929432715,484.5301996,341.9593304
-17029,0.007715423,0.39681105,5.266056981,485.1231559,341.9601782
-17028,0.008033679,0.398130622,5.58753374,485.2840137,341.9610353
-17027,0.008325978,0.399680821,5.902746566,485.0805571,341.9618529
-17026,0.008613362,0.401420772,6.220055028,484.606274,341.9626853
-17025,0.008931604,0.403303476,0.244684625,484.1244722,341.9636401
